cell_specimen_id,MTG_cluster,MTG_subclass,MTG_Mapping,postPatch,rna_amplification_pass_fail,marker_sum_norm,quality_score,contam_sum,contaminationType,bootstrapping_probability,hemisphere,structure,donor_id,biological_sex,age,axon_bias_x,axon_bias_y,axon_depth_pc_0,axon_depth_pc_1,axon_depth_pc_2,axon_depth_pc_3,axon_depth_pc_4,axon_emd_with_basal_dendrite,axon_exit_distance,axon_exit_theta,axon_extent_x,axon_extent_y,axon_frac_above_basal_dendrite,axon_frac_below_basal_dendrite,axon_frac_intersect_basal_dendrite,axon_max_branch_order,axon_max_euclidean_distance,axon_max_path_distance,axon_mean_contraction,axon_num_branches,axon_soma_percentile_x,axon_soma_percentile_y,axon_total_length,basal_dendrite_bias_x,basal_dendrite_bias_y,basal_dendrite_calculate_number_of_stems,basal_dendrite_extent_x,basal_dendrite_extent_y,basal_dendrite_frac_above_axon,basal_dendrite_frac_below_axon,basal_dendrite_frac_intersect_axon,basal_dendrite_max_branch_order,basal_dendrite_max_euclidean_distance,basal_dendrite_max_path_distance,basal_dendrite_mean_contraction,basal_dendrite_mean_diameter,basal_dendrite_num_branches,basal_dendrite_soma_percentile_x,basal_dendrite_soma_percentile_y,basal_dendrite_stem_exit_down,basal_dendrite_stem_exit_side,basal_dendrite_stem_exit_up,basal_dendrite_total_length,basal_dendrite_total_surface_area,soma_aligned_dist_from_pia,soma_surface_area,axon_over_basal_dendrite_extent_x,axon_over_basal_dendrite_extent_y,axon_extent_x_over_y,basal_dendrite_extent_x_over_y,axon_over_basal_dendrite_ratio_xy,blowout_mv_qc,electrode_0_pa_qc,recording_date_qc,seal_gohm_qc,input_resistance_mohm_qc,initial_access_resistance_mohm_qc,input_access_resistance_ratio_qc,failed_ephys_qc,upstroke_downstroke_ratio_ramp,threshold_v_ramp,width_ramp,upstroke_ramp,downstroke_ramp,width_suprathresh_ramp,trough_v_ramp,threshold_i_ramp,postap_slope_ramp,fast_trough_deltav_ramp,peak_deltav_ramp,sag,sag_area,sag_tau,v_baseline,rheobase_i,fi_fit_slope,vm_for_sag,input_resistance,input_resistance_ss,tau,latency_rheo,avg_rate_rheo,mean_isi_rheo,upstroke_downstroke_ratio_rheo,threshold_v_rheo,peak_v_rheo,width_rheo,upstroke_rheo,downstroke_rheo,width_suprathresh_rheo,trough_v_rheo,fast_trough_v_rheo,postap_slope_rheo,fast_trough_v_last_rheo,adp_v_last_rheo,adapt_hero,avg_rate_hero,latency_hero,mean_isi_hero,median_isi_hero,isi_cv_hero,ir_late_hero,upstroke_downstroke_ratio_hero,threshold_v_hero,peak_v_hero,width_hero,upstroke_hero,downstroke_hero,width_suprathresh_hero,trough_v_hero,fast_trough_v_hero,postap_slope_hero,ahp_delay_ratio_hero,sag_depol,sag_area_depol,sag_tau_depol,adapt_mean,isi_cv_mean,ir_late_mean,avg_rate_max,isi_adapt_ratio,width_adapt_ratio,upstroke_adapt_ratio,downstroke_adapt_ratio,threshold_v_adapt_ratio,peak_v_adapt_ratio,ahp_delay_ratio_5spike,trough_slowdeltav_rheo,trough_slowdeltav_hero,fast_trough_deltav_rheo,fast_trough_deltav_hero,peak_deltav_rheo,peak_deltav_hero,first_isi_inv_rheo,first_isi_inv_hero,peak_ratio_chirp,peak_freq_chirp,X3db_freq_chirp,peak_impedance_chirp,low_freq_impedance_chirp,sync_freq_chirp,phase_peak_chirp,phase_low_chirp,total_inductive_phase_chirp
880991732,Inh L1-2 VIP PCDH20,Vip,Inh L1-2 VIP PCDH20,nucleus_present,Pass,1.06971109,0.404162048,0.28866638,Endothelial,1,left,TemL,H19.03.313,M,44,284.0071532,-86.26793312,-616.0670611,-4.191207893,-188.7649824,-231.8228308,-173.6995611,6.450603241,0,0.513445223,772.6002073,279.1645804,0,0.072670208,0.927329792,13,538.4447569,824.961104,0.831635325,81,0.120714631,0.53283438,6024.667001,6.773069349,53.85590336,2,148.6087583,257.4966387,0.118213058,0,0.881786942,7,237.2734112,438.7104761,0.750215253,0.701191675,30,0.257731959,0.299656357,0,1,0,1964.241448,4360.157911,182.6244643,347.9505344,5.198887442,1.084148445,2.767543813,0.577128925,4.79536494,,21.93000031,43621.27792,2.24177152,482.400992,12.629019,0.026179505,FALSE,2.915647959,-43.88750331,0.001,233.6444401,-80.13916917,0.00092,-55.98750178,44.875,-0.689260226,-10.75208028,78.12708791,0.127929524,1.365957969,0.426891907,-69.84947491,36,0.268681319,-98.70000458,251.9530654,212.1663045,0.011510099,0.1221,1,,2.932742056,-42.99375153,36.04999924,0.001,244.8785297,-83.49814779,0.0009,-57.36875153,-55.58125305,-0.708502471,-55.58125305,,0.090049853,12,0.01546,0.081232727,0.08642,0.426086176,0.049940344,2.938518138,-44.08749771,34.86249924,0.00094,251.731363,-85.66609127,0.00084,-55.80000305,-55.47499847,-1.060201326,0.034146341,0.188765958,1.262148281,0.160424874,0.093051626,0.395671144,0.239520874,21,3.371534196,1.173913043,0.822310089,0.830256488,0.950402533,0.961207594,0.029243119,-1.787498474,-0.325004578,-12.58750153,-11.38750076,79.04375076,78.94999695,,54.2888165,1.001214981,0.400119236,7.952369806,0.454582423,0.454030782,0.400119236,-0.050263029,-0.050263029,0
1160492425,Inh L1-2 VIP PCDH20,Vip,Inh L1-2 VIP PCDH20,nucleus_present,Pass,1.102634108,0.496374611,0.758223725,Endothelial,1,,,H22.29.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992017083,Inh L1-2 VIP PCDH20,Vip,Inh L1-2 VIP PCDH20,nucleus_present,Pass,1.125671939,0.547597436,1.465602036,Endothelial,0.99,left,MTG,H19.03.323,F,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.523125172,43802.94836,1.170356352,463.763616,19.137994,0.0412667,FALSE,3.569365846,-30.12291781,0.001233333,233.281779,-65.3586073,0.001073333,-45.92083359,53.70833206,-0.626674345,-15.09166781,78.23541959,0.19665271,2.34887125,0.327794411,-60.1000718,29.99999809,0.143617019,-97.46875763,274.8047709,231.3946672,0.014609715,0.16668,1,,3.500325858,-31.36875153,48.33125305,0.00116,243.8038646,-69.65176229,0.001,-47.76875305,-46.71875381,-0.217650571,-46.71875381,,0.15216491,8,0.02086,0.074508571,0.06868,0.554429309,,3.289888466,-32.09999847,47.13750076,0.00108,252.0842962,-76.62396425,0.00094,-46.21249771,-45.95624924,0.157928474,0.036674817,0.278016388,1.006843047,0.074041848,0.201796648,0.778327692,,10,6.037684326,1.259259259,0.734289777,0.778639838,0.882926784,0.952862365,0.027498869,-1.049999237,-0.256248474,-15.35000229,-13.85625076,79.70000458,79.23749924,,45.49590537,1.002008677,0.400119236,6.30187796,0.429331869,0.428471208,0.400119236,-0.062250882,-0.062250882,0
672646211,Inh L1-2 VIP PCDH20,Vip,Inh L1-2 VIP PCDH20,nucleus_present,Pass,1.101983325,0.202054834,1.424982472,Microglia,0.99,left,ITG,H18.03.004,M,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.875,43173.0252,1.24051584,535.949184,9.357821,0.017460277,FALSE,1.231066918,-36.00000191,0.00347,50.49508885,-40.75321606,0.00291,-41.60937691,73.9375,-0.219527,-5.078126907,39.62500143,0.139691442,1.331668125,0.196777775,-60.08977731,90,0.066203723,-87.34375,367.1874702,291.0470831,0.020322182,0.04488,3,0.23707,1.716542287,-27.78125191,37.40625,0.00148,94.38356125,-54.98469916,0.00136,-34.46875,-33.84375381,-0.438464324,-33.15625381,,0.020131578,22,0.0149,0.043494286,0.04296,0.380736315,0.489133671,1.770859883,-31.43750191,33.09375,0.00144,94.49712026,-53.36227962,0.00136,-34.81250381,-34.78125,0.334511449,0.168408827,0.145518184,1.310877969,0.129149883,0.215508249,0.445507799,0.487838933,35,2.081220657,1.333333333,0.531645661,0.841458367,0.78424006,0.905273497,0.0133763,-0.624996185,-0.031253815,-6.062501907,-3.343748093,65.18750191,64.53125191,11.92179304,64.93506494,1.001170754,1.100440176,9.203681473,0.317131042,0.316760182,0.400160064,-0.11148116,-0.053215474,0
1031695427,Inh L1-2 VIP PCDH20,Vip,Inh L1-2 VIP PCDH20,,Pass,0.580644049,0.145446254,1.518469336,Microglia,0.97,right,ParL,H20.28.012,F,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.85623169,43948.34412,2.346115584,472.44176,24.899026,0.052702847,TRUE,3.285847854,-40.0625,0.00086,386.8107883,-117.7202371,0.00074,-56.4375,79.6561203,1.544326557,-14.6875,91.375,0.309069008,1.05955875,0.056707394,-63.15043286,50,0.068193209,-90.21875,242.968753,154.2392334,0.007903634,0.02279,1,,2.763673882,-41.46875,51.8125,0.00074,388.1226727,-140.4372185,0.00063,-56.96875,-56,-0.052966597,-56,-48.25,,2,0.01083,0.01998,0.01998,0,,2.678148853,-40.71875,54.25,0.00074,383.7953733,-143.3062142,0.00065,-55.5,-53.5,-3.483177329,0.141858142,0.474430263,0.829760703,0.02178147,0.305983699,0.857724546,,11,5.287408013,1.291666667,0.744855901,0.68474009,0.894618834,0.814925373,0.008156687,-0.96875,-2,-14.53125,-12.78125,93.28125,94.96875,,50.05005005,1.446223736,5.39637789,15.25173469,0.746383488,0.516091287,3.268228863,-0.225836411,0.15542528,0.002662917
665695931,Inh L1-2 VIP PCDH20,Vip,Inh L1-2 VIP PCDH20,nucleus_present,Pass,0.959660279,0.167226698,1.669837127,Microglia,0.94,right,,H18.03.003,M,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.20249939,43152.13817,1.009216,609.038592,21.360362,0.035072264,TRUE,2.145213015,-32.46875,0.0011,185.2099673,-86.33639923,0.00092,-49.71875381,50.25,0.201352043,-16.84375381,73.78125,0.23023513,1.750448281,0.184498438,-59.7607914,40,0.373571428,-103.0312576,352.3437381,331.3541412,0.013029077,0.02438,2,0.10436,2.565082612,-34.65625381,45.50000381,0.0009,264.1155959,-102.965727,0.00074,-53.71875381,-53.34375381,-0.647102365,-51.50000381,,0.065363365,17,0.01012,0.0507575,0.03532,0.808589307,0.795244386,2.32434695,-36.65625381,41.0625,0.00094,224.8232359,-96.72533437,0.00082,-51.28125,-51.125,0.643953609,0.018369552,0.109563783,0.206743262,,0.028661186,0.426569915,0.668512915,61,1.667759563,1.29787234,0.604995771,0.807296535,0.822676863,0.884322679,0.018369552,-0.375,-0.15625,-18.6875,-14.46874619,80.15625763,77.71875381,9.582215408,54.94505495,1.073255897,1.300520208,11.50460184,0.449132115,0.418476254,0.800320128,-0.085825972,0.083916306,0.004259989
653038959,Inh L1-2 VIP PCDH20,Vip,Inh L1-2 VIP PCDH20,entire_cell,Pass,0.879870449,0.207222425,0.844139812,Microglia,0.9,left,IFGtr,H17.26.005,F,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53249979,43081.96396,3.369822208,909.343552,12.988392,0.014283262,FALSE,2.979188779,-48.96875,0.001,223.3989949,-74.98651861,0.00092,-59.68750381,44.25,-1.158689521,-8.46875,75.03125191,0.184192806,1.282486953,0.202130507,-69.26769596,29.99999809,0.487499988,-101.2500076,352.9687822,271.0279009,0.014305978,0.06082,1,,2.953835053,-49.84375,23.5625,0.00096,224.5275286,-76.01220943,0.00088,-61.34375,-58.90625381,-0.763458683,-58.90625381,,0.03634791,19,0.01168,0.0525,0.05421,0.21947163,0.247173367,2.927245398,-50.34375,23.65625,0.0009,231.1797077,-78.97517164,0.00084,-57.09375381,-56.65625381,-0.175823872,0.101185314,0.164532125,0.60520168,0.274156506,0.022699148,0.170544405,0.184781788,40,2.482965932,1.133333333,0.837946985,0.900644632,0.959031733,0.972258997,0.101185314,-2.437496185,-0.4375,-9.062503815,-6.312503815,73.40625,74,,50.55611729,1,0.400160064,8.303321329,0.49522385,0.49522385,0.700280112,0.057282787,0.057282787,0.003472575
1089235826,Inh L1-2 VIP PCDH20,Vip,Inh L1-2 VIP PCDH20,nucleus_present,Pass,0.911470928,0.378802336,0.307938668,Astrocyte,0.88,right,MTG,H21.29.190,M,68,138.7222519,-234.5896249,-530.609005,253.2864058,-195.6055963,-97.65667565,-237.055095,9.135605814,0,0.55895845,506.3013224,293.4941247,0,0.09596267,0.90403733,11,398.5008626,999.9831883,0.612885704,53,0.366200041,0.804828566,6228.084592,123.4859557,-70.0272569,4,505.0955461,195.2028711,0.201407212,0,0.798592788,4,320.1440075,400.4102521,0.803376709,0.937435409,16,0.411609499,0.475813544,0.25,0.75,0,1336.628056,3928.504183,132.8516624,848.3356346,1.002387224,1.503533852,1.725081628,2.587541583,0.666687499,,2.378000021,43704.60414,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596907611,Inh L1-2 VIP LBH,Vip,Inh L1-2 VIP LBH,No-Seal,Pass,0.982458466,0.374557659,0.254481842,Microglia,0.99,right,MTG,H17.03.009,M,18,120.6985609,-1027.699819,-1024.909146,-362.2140832,-265.586643,-83.58971022,-245.521793,57.70953336,11.85691362,0.797981009,469.3529057,1070.246736,0,0.414965986,0.585034014,14,1089.944276,1224.048666,0.82788892,49,0.253968254,0.980239715,3856.135302,76.13637663,-126.2381506,2,357.9550388,555.6193334,0.561802398,0,0.438197602,6,355.8986651,391.8822375,0.86621516,0.654490514,28,0.443985118,0.420421662,0.5,0,0.5,2961.256916,6090.415556,213.5575133,2495.670728,1.31120631,1.926222994,0.438546449,0.64424511,0.680713663,,14.44999981,42907.1719,1.929033216,398.54128,10.166256,0.025508665,FALSE,1.956284149,-37.1875,0.00068,213.2141772,-108.9893702,0.0006,-50,5.25,-0.035403546,-12.12500381,59,0.046940323,0.971939688,0.143604095,-47.95984023,5,0.343748866,-101.3750076,487.7604246,458.1932704,0.05658016,0.07462,5,0.22775,1.959089413,-37.68750381,18.21875,0.00068,201.2219528,-102.7119801,0.0006,-49.21875,-47.59375381,0.366823486,-46.90625,-46.65625,0.020141483,25,0.0097,0.040246667,0.04204,0.304811632,0.159295352,1.879399892,-34.18750381,15.03125095,0.00064,186.2185127,-99.08402861,0.00058,-44.34375,-44.125,0.156823476,0.042073376,,,,0.041239035,0.274410459,0.152422284,45,1.081387182,1.117647059,0.884120354,0.902217356,0.92868979,1.015437393,0.1004303,-1.624996185,-0.21875,-9.90625,-9.937496185,55.90625381,49.21875477,4.389815628,42.66211604,,,,,,,,,
852671126,Inh L1 SST CHRNA4,Sncg,L1-L2 ADARB2|b,nucleus_present,Pass,0.934442042,0.287001717,1.524226039,Microglia,0.67,left,ITG,H19.03.308,M,47,59.43976377,-0.171197736,-424.8821358,285.2423764,-382.5064812,-134.1362146,-163.8018577,3.550048295,0,0.654330611,265.4487415,171.4470776,0,0,1,22,218.9882824,525.8653003,0.741930001,179,0.490879326,0.405285313,6744.051418,23.10679106,-36.41539314,5,134.2867904,231.5017503,0.013015184,0.107375271,0.879609544,4,142.7398295,269.352161,0.710908414,0.783770705,23,0.297180043,0.452277657,0.2,0.8,0,1338.673431,3288.062877,167.579194,1047.2941,1.976730107,0.740586529,1.548283851,0.580068143,2.669141323,,-128.3868713,43572.05654,1.397271424,444.733344,11.170404,0.025117082,FALSE,2.809957703,-50.2416687,0.000853333,318.6295953,-113.3971205,0.00078,-65.29375458,28.33333206,-0.477526263,-12.17291768,87.76250458,0.344568431,1.504510313,0.056415997,-73.02544937,29.99999809,0.37999999,-103.0000076,324.3751526,172.285686,0.019330352,0.09118,2,0.41282,2.807752732,-49.79375458,38.49374771,0.00084,318.7123738,-113.5115533,0.00076,-65.79999542,-61.75625229,-0.954677078,-59.81875229,,0.004010487,19,0.01994,0.052208889,0.05286,0.083038432,0.135155949,2.593981527,-49.90625381,35.39999771,0.00076,322.9535096,-124.5010831,0.00068,-62.74375153,-61.91250229,-0.001298384,0.069854315,0.150025681,0.260402695,0.722655249,0.005393092,0.072893297,0.152503032,25,1.516944114,1.342105263,0.578139748,0.709352409,0.904195904,0.792328465,0.066926259,-4.043743134,-0.831249237,-11.96249771,-12.00624847,88.28750229,85.30625153,2.422363258,21.39495079,,,,,,,,,
805736376,Inh L1 SST CHRNA4,Sncg,L1-L2 ADARB2|b,nucleus_present,Pass,1.147479966,0.259225432,1.002036609,Microglia,0.69,left,MTG,H19.03.301,M,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.737499952,43474.13184,3.813552896,692.380672,18.144068,0.026205336,FALSE,2.635521214,-34.96666718,0.000873333,263.8878747,-100.1354712,0.00076,-56.15000025,11.91666667,-1.178329987,-16.67500051,65.84375127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832544198,Inh L1 SST CHRNA4,Sncg,L1-L2 ADARB2|b,nucleus_present,Pass,0.991171584,0.298410998,0.870317904,Microglia,0.54,left,MTG,H19.03.305,M,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.859375,43529.9372,3.166791936,472.663808,18.41083,0.038951216,FALSE,3.207481443,-32.29791832,0.001013333,252.5346747,-78.75191692,0.000893333,-49.13958486,25.95833333,-0.751025325,-13.64791552,75.52708626,0.233802035,1.937450469,0.083404633,-60.23429298,29.99999809,0.304999991,-100.9125061,346.8437791,250.1685265,0.023321432,0.08424,2,0.50614,3.016278691,-33.60625458,41.80625153,0.00094,254.6938622,-84.43976447,0.00082,-49.66250229,-46.57500076,-1.182237665,-43.79375458,,0.015037802,15,0.01994,0.051312857,0.04865,0.223506927,0.12639821,2.502609467,-34.64374924,37.58124924,0.00076,260.648275,-104.150599,0.00068,-45.44375229,-45.30000305,0.619192894,0.139500186,0.027622383,,,0.017035458,0.423805728,0.344284561,20,4.413719512,1.65,0.569521188,0.563583446,0.782545499,0.882224688,0.102864939,-3.087501526,-0.143749237,-12.96874619,-10.65625381,75.4125061,72.22499847,1.975737938,27.59381898,1.031865239,1.35040242,3.701102929,0.615400255,0.596395969,0.400119236,-0.276182503,0.001811598,9.06E-05
732127146,Inh L1-2 ADARB2 MC4R,Sncg,L1-L2 ADARB2|b,nucleus_present,Pass,1.336947163,0.45276558,1.079603125,Microglia,0.57,right,MTG,H18.03.314,M,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.87999725,43320.18245,1.751753728,456.689056,11.812469,0.025865452,FALSE,3.207193578,-30.42187595,0.00089,284.8915203,-88.83924986,0.00077,-50.51562881,26,-1.467066183,-17.01562786,67.60937786,0.328921854,2.110188281,0.060123421,-59.4794136,20,0.232857139,-102.2187576,323.9062428,193.8494819,0.014722651,0.11286,1,,3.332651519,-32.59375381,32.09375381,0.00096,265.8557428,-79.77303995,0.00082,-55.00000381,-49.625,-0.697263822,-49.625,,0.005679934,23,0.01466,0.044008182,0.04401,0.07715107,0.099561928,3.002065547,-34.50000381,28,0.00082,266.178452,-88.66510337,0.00074,-48.40625,-47.00000381,-0.682432266,0.17225482,0.08980979,,,0.00707174,0.104323062,0.148531674,41,1.222104145,1.317073171,0.74888742,0.74700488,0.855072425,0.991071497,0.17225482,-5.375003815,-1.406246185,-17.03124619,-12.5,64.68750763,62.50000381,,26.60989888,1.102448344,1.700506751,5.151535157,0.629876673,0.571343482,0.500149044,-0.225577816,0.017567402,0.00046293
911011243,Inh L1 SST CHRNA4,Sncg,L1-L2 ADARB2|b,nucleus_present,Pass,0.928194659,0.193912086,1.42616892,Microglia,0.65,right,MTG,H19.03.317,M,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.525000095,43669.86711,2.06777024,280.997888,11.168319,0.039745206,FALSE,3.229220292,-30.46666781,0.000846667,321.8660873,-99.67580009,0.00074,-47.62291718,38.75,-0.44076285,-15.09791501,77.11458651,0.322192401,1.332587813,0.040919671,-58.25624623,29.99999809,0.302402927,-91.3500061,270.9688246,162.7502015,0.019548012,0.94466,1,,3.182037392,-32.5625,46.38750458,0.0008,334.238501,-105.0391494,0.00072,-48.01874924,-46.61250305,-0.328100739,-46.61250305,,-0.010876577,18,0.01896,0.057621176,0.05756,0.124872902,0.165446072,2.691544556,-33.63750076,44.36249924,0.00064,364.3430732,-135.3657967,0.00056,-48.41875458,-48.18125153,0.448382501,0.098958333,0.01407434,,,0.008821362,0.125062379,0.131937713,23,0.862049006,1.529411765,0.515059913,0.559593302,0.773677528,0.79434301,0.109773995,-1.406246185,-0.237503052,-14.05000305,-14.54375076,78.95000458,78,,14.14027149,1.032364845,2.100625987,8.202444328,0.320133448,0.310097218,1.000298089,-0.139735594,-0.174655035,0.00092167
756887925,Inh L1-2 ADARB2 MC4R,Sncg,L1-L2 ADARB2|b,nucleus_present,Pass,1.143149327,0.464049708,0.817816737,Endothelial,0.84,right,SOG,H18.28.025,M,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3409.556152,43362.11503,-84.22457344,-3696.181504,638.433792,-0.172727933,TRUE,,,,,,,,,,,,0.370049,2.115166875,0.057213789,-57.69364708,50,0.124742991,-102.84375,200.8170336,158.1296831,0.012597598,0.029435,1,,3.584538084,-36.96875,56.09375,0.000665,530.6129135,-148.0282539,0.000575,-57.25,-54.78125,0.862064374,-54.78125,-54.6875,0.267042518,5,0.0054,0.20935625,0.1831375,0.835446767,,3.305546256,-37.40625,49.28125,0.000695,423.7839336,-128.2039036,0.00061,-51.96875,-51.65625,1.341651612,0.009385598,0.139668301,,,0.023708525,0.765380299,0.605513926,26,3.708727071,1.384,0.653997582,0.618166231,0.816722973,0.872727273,0.012778729,-2.46875,-0.3125,-17.8125,-14.25,93.0625,86.6875,,32.40965808,1.046679139,2.81194901,14.54106966,0.572840452,0.547293246,0.658654723,-0.13088569,0.019073823,0.000248362
839222460,Inh L1 SST CHRNA4,Sncg,L1-L2 ADARB2|b,nucleus_present,Pass,1.04484128,0.254694173,0.974844789,Microglia,0.62,right,MTG,H19.29.144,F,65,27.55568657,-35.6600744,-184.7367801,217.5311416,-420.8474029,213.542475,-458.3857156,6.856915038,0,0.59672898,275.3962848,125.1887121,0,0.109802074,0.890197926,20,307.3179382,537.9251023,0.739932517,241,0.479500471,0.646088596,8104.254467,36.88108816,61.63331692,4,132.7634241,100.0632019,0.198453608,0,0.801546392,5,150.8251715,239.5311854,0.772912007,0.793869031,34,0.364690722,0.030927835,0,1,0,1391.319864,3468.85495,131.7532451,493.0163466,2.074338521,1.251096404,2.199849173,1.326795681,1.658016532,,-2.658512592,43537.85083,1.223592064,561.336,12.156471,0.021656318,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.141930699,2.150430086,9.951990398,0.341655761,0.299191326,1.00020004,-0.119601764,0.080648743,0.002072433
1144802276,Inh L1-2 ADARB2 MC4R,Sncg,L1-L2 ADARB2|b,nucleus_present,Pass,0.68233753,0.308368139,0.232419086,Microglia,0.65,,,H21.29.205,F,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835578804,Inh L1-2 ADARB2 MC4R,Sncg,L1-L2 ADARB2|b,nucleus_present,Pass,1.309945825,0.50717793,0.425368772,Oligo.OPC,0.85,left,ITG,H19.03.306,F,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.13624954,43535.86161,6.142130176,748.328,12.630849,0.01687876,FALSE,3.045739471,-33.25624975,0.001006667,244.3146771,-80.21737678,0.00088,-50.84166718,26.37499936,-0.808141441,-13.18333435,70.29375076,0.279888511,1.992734688,0.130342584,-65.91719484,29.99999809,0.322058816,-97.125,430.5946231,342.1836743,0.018141383,0.06268,9,0.11133,2.946086811,-34.43124771,38.41875076,0.00084,278.1428801,-94.41095866,0.00076,-50.45625305,-45.91250229,-1.300746907,-44.09375,,0.00381554,24,0.0158,0.04100087,0.0397,0.117768793,0.102059925,2.724837247,-36.79999924,37.70000076,0.00076,283.6429755,-104.0953825,0.00072,-45.05000305,-44.63750076,-0.403976167,0.115869018,0.162781775,1.183703828,0.285314582,-0.00307964,0.194550885,0.156509511,29,3.061376075,1.214285714,0.796568097,0.808095499,0.87801787,0.996583739,0.11822926,-4.543750763,-0.412502289,-11.48125458,-7.837501526,72.84999847,74.5,19.66181675,29.92220227,1.178224921,1.750521655,6.902056813,0.693063319,0.588226676,1.100327898,-0.141317829,0.114128642,0.003255519
1005131537,Inh L1-2 ADARB2 MC4R,Sncg,L1-L2 ADARB2|b,nucleus_present,Pass,1.127004391,0.411157496,0.661291285,Endothelial,0.7,left,MTG,H20.03.303,F,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.75937462,43866.23008,2.14145088,381.643616,9.012189,0.023614148,FALSE,2.482842977,-43.34375127,0.000946667,221.4886848,-89.21432448,0.000866667,-54.28125127,29.54166667,0.300258127,-10.78750102,74.84375191,0.421560138,2.046435313,0.045134104,-64.94403934,20,0.255694761,-101.7937546,336.0312581,167.6663161,0.027368317,0.12616,1,,2.455409814,-43.71250153,32.15625,0.00092,223.7168369,-91.11181181,0.00084,-53.31874847,-51.90625381,0.207665233,-51.90625381,-51.88750458,0.123488788,9,0.02202,0.1217875,0.13409,0.465949433,0.285757545,2.328910658,-46.39375305,29.66875076,0.00078,241.8561611,-103.8494801,0.00074,-52.34375381,-52.20625305,0.552197783,0.018365288,0.181976333,0.674282422,,0.093964594,0.375738692,0.462758118,20,5.705275925,1.538461538,0.517170688,0.620998464,0.882931322,0.783442205,0.018365288,-1.412494659,-0.137500763,-8.193752289,-5.8125,75.86875153,76.06250381,,30.46922608,1.018822908,1.450432229,6.7520121,0.381410211,0.374363601,0.400119236,-0.164825663,-0.047612313,0
